CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
92837L109,VIST,VISTA ENERGY S.A.B. DE C.V.,41087,31249,2.62M,1.99M,+317.6%,0.16%
013872106,AA,ALCOA CORP,54441,35815,2.84M,1.87M,+192.3%,0.17%
91733P107,USAR,USA RARE EARTH INC,216562,80050,4.67M,1.73M,+58.6%,0.29%
23703Q203,DQ,DAQO NEW ENERGY CORP,152409,127906,2.04M,1.71M,+522%,0.13%
880770102,TER,TERADYNE INC,3497,3497,1.69M,1.69M,NEW,0.1%
92537N108,VRT,VERTIV HOLDINGS CO,19605,4949,6.56M,1.66M,+33.8%,0.4%
715684106,TLK,TELEKOMUNIKASI IND,238016,118733,3.2M,1.59M,+99.5%,0.2%
55306N104,MKSI,MKS INC.,3406,3406,1.51M,1.51M,NEW,0.09%
02043Q107,ALNY,ALNYLAM PHARMACEUTICALS INC,18136,4967,5.46M,1.5M,+37.7%,0.33%
486917107,KEEL,KEEL INFRASTRUCTURE CORP,258459,258459,1.48M,1.48M,NEW,0.09%
55405Y100,MTSI,MACOM TECH SOLUTIONS HLDGS I,3394,3394,1.29M,1.29M,NEW,0.08%
654902204,NOK,NOKIA CORP,93223,93223,1.24M,1.24M,NEW,0.08%
03938L203,MT,ARCELORMITTAL SA LUXEMBOURG,19371,19371,1.17M,1.17M,NEW,0.07%
816850101,SMTC,SEMTECH CORP,6886,6886,1.11M,1.11M,NEW,0.07%
40415F101,HDB,HDFC BANK LTD,39622,39622,1.02M,1.02M,NEW,0.06%
29362U104,ENTG,ENTEGRIS INC,5548,5548,997.86K,997.86K,NEW,0.06%
984245100,YPF,YPF SOCIEDAD ANONIMA,91469,21885,4.16M,995.11K,+31.5%,0.26%
80004C200,SNDK,SANDISK CORP,503,435,1.14M,989.07K,+639.7%,0.07%
008073108,AVAV,AEROVIRONMENT INC,5984,5984,987.78K,987.78K,NEW,0.06%
345370860,F,FORD MTR CO,69717,69717,969.07K,969.07K,NEW,0.06%
65340P106,NXE,NEXGEN ENERGY LTD,97087,97087,911.65K,911.65K,NEW,0.06%
248356107,DNN,DENISON MINES CORP,296395,296395,906.97K,906.97K,NEW,0.06%
020764106,AMR,ALPHA METALLURGICAL RESOUR I,10768,5447,1.78M,898.43K,+102.4%,0.11%
464286400,EWZ,ISHARES INC,103901,25390,3.58M,875.95K,+32.3%,0.22%
20030N101,CMCSA,COMCAST CORP NEW,35528,35528,872.21K,872.21K,NEW,0.05%
539830109,LMT,LOCKHEED MARTIN CORP,2741,1705,1.4M,868.63K,+164.6%,0.09%
607828100,MOD,MODINE MFG CO,11688,3221,3.12M,860.07K,+38%,0.19%
093712107,BE,BLOOM ENERGY CORP,2800,2800,847.56K,847.56K,NEW,0.05%
45104G104,IBN,ICICI BANK LIMITED,28777,28777,835.4K,835.4K,NEW,0.05%
199908104,FIX,COMFORT SYS USA INC,413,413,818.54K,818.54K,NEW,0.05%
00215W100,ASX,ASE TECHNOLOGY HLDG CO LTD,18087,18087,816.09K,816.09K,NEW,0.05%
31556C106,FRVO,FERVO ENERGY CO,27125,27125,792.86K,792.86K,NEW,0.05%
74347M108,PUMP,PROPETRO HLDG CORP,54234,54234,777.72K,777.72K,NEW,0.05%
35969L108,YMM,FULL TRUCK ALLIANCE CO LTD,94443,94443,766.88K,766.88K,NEW,0.05%
73044W302,POET,POET TECHNOLOGIES INC,69966,69966,719.25K,719.25K,NEW,0.04%
91912E105,VALE,VALE S A,852163,47455,12.82M,713.72K,+5.9%,0.79%
74762E102,PWR,QUANTA SVCS INC,1137,950,818.68K,684.04K,+508%,0.05%
17253J106,CIFR,CIPHER DIGITAL INC,26555,26555,650.6K,650.6K,NEW,0.04%
219350105,GLW,CORNING INC,5792,2446,1.48M,624.78K,+73.1%,0.09%
19247G107,COHR,COHERENT CORP,5082,1560,2M,615.37K,+44.3%,0.12%
346375108,FORM,FORMFACTOR INC,3805,3805,608.53K,608.53K,NEW,0.04%
74347R669,USD,PROSHARES TR,5641,5641,588.13K,588.13K,NEW,0.04%
171779309,CIEN,CIENA CORP,2598,1174,1.27M,575.92K,+82.4%,0.08%
911549103,UAMY,UNITED STATES ANTIMONY CORP,129396,75257,939.41K,546.37K,+139%,0.06%
042068205,ARM,ARM HOLDINGS PLC,1500,1500,531.86K,531.86K,NEW,0.03%
00246W103,AXTI,AXT INC,7364,7364,530.8K,530.8K,NEW,0.03%
21037T109,CEG,CONSTELLATION ENERGY CORP,5298,2106,1.32M,523.07K,+66%,0.08%
038169207,APLD,APPLIED DIGITAL CORP,14021,14021,522.98K,522.98K,NEW,0.03%
373737105,GGB,GERDAU SA,128587,128587,519.49K,519.49K,NEW,0.03%
609839105,MPWR,MONOLITHIC PWR SYS INC,369,369,510.09K,510.09K,NEW,0.03%
03027X100,AMT,AMERICAN TOWER CORP,3092,3092,505.76K,505.76K,NEW,0.03%
928298108,VSH,VISHAY INTERTECHNOLOGY INC,9399,9399,505.48K,505.48K,NEW,0.03%
01741R102,ATI,ATI INC,2502,2502,493.14K,493.14K,NEW,0.03%
87918A105,TDOC,TELADOC HEALTH INC,57994,57994,491.79K,491.79K,NEW,0.03%
446413106,HII,HUNTINGTON INGALLS INDS INC,3959,1725,1.11M,482.81K,+77.2%,0.07%
229663109,CUBE,CUBESMART,11965,11965,475.85K,475.85K,NEW,0.03%
29670G102,WTRG,ESSENTIAL UTILS INC,12371,12371,473.93K,473.93K,NEW,0.03%
92532F100,VRTX,VERTEX PHARMACEUTICALS INC,949,949,471.4K,471.4K,NEW,0.03%
74366E102,PTGX,PROTAGONIST THERAPEUTICS INC,3844,3844,471.2K,471.2K,NEW,0.03%
98420N105,XENE,XENON PHARMACEUTICALS INC,7666,7666,462.72K,462.72K,NEW,0.03%
30225T102,EXR,EXTRA SPACE STORAGE INC,3104,3104,451.01K,451.01K,NEW,0.03%
74006W207,PRAX,PRAXIS PRECISION MEDICINES I,1327,1327,444.27K,444.27K,NEW,0.03%
833635105,SQM,SOCIEDAD QUIMICA Y MINERA DE,22701,5809,1.68M,430.1K,+34.4%,0.1%
15101Q207,CLS,CELESTICA INC,3231,1167,1.18M,425.72K,+56.5%,0.07%
80706P103,SRRK,SCHOLAR ROCK HLDG CORP,7721,7721,424.65K,424.65K,NEW,0.03%
87583X109,TNGX,TANGO THERAPEUTICS INC,13209,13209,412.91K,412.91K,NEW,0.03%
45257U108,IMNM,IMMUNOME INC,19477,19477,412.72K,412.72K,NEW,0.03%
24823R105,DNLI,DENALI THERAPEUTICS INC,15949,15949,410.21K,410.21K,NEW,0.03%
98956A105,ZETA,ZETA GLOBAL HOLDINGS CORP,20449,20449,402.44K,402.44K,NEW,0.02%
146869102,CVNA,CARVANA CO,5969,5969,392.88K,392.88K,NEW,0.02%
23282W605,CYTK,CYTOKINETICS INC,4601,4601,391.96K,391.96K,NEW,0.02%
771049103,RBLX,ROBLOX CORP,138175,6901,7.51M,375.28K,+5.3%,0.46%
61225M102,GLUE,MONTE ROSA THERAPEUTICS INC,14661,14661,354.8K,354.8K,NEW,0.02%
47759T100,JKS,JINKOSOLAR HLDG CO LTD,102636,20317,1.72M,341.33K,+24.7%,0.11%
221015100,CRVS,CORVUS PHARMACEUTICALS INC,21771,21771,325.26K,325.26K,NEW,0.02%
26875P101,EOG,EOG RES INC,13689,2148,1.78M,278.66K,+18.6%,0.11%
666807102,NOC,NORTHROP GRUMMAN CORP,1260,498,641.73K,253.64K,+65.4%,0.04%
464286822,EWW,ISHARES INC,42726,2735,3.22M,205.86K,+6.8%,0.2%
87305R109,TTMI,TTM TECHNOLOGIES INC,7132,1080,1.33M,201.98K,+17.8%,0.08%
13321L108,CCJ,CAMECO CORP,25706,1976,2.62M,201.28K,+8.3%,0.16%
16411R208,LNG,CHENIERE ENERGY INC,6098,810,1.46M,193.6K,+15.3%,0.09%
428050108,HSAI,HESAI GROUP,115081,8973,2.1M,163.49K,+8.5%,0.13%
75513E101,RTX,RTX CORPORATION,12353,825,2.34M,156.53K,+7.2%,0.14%
92840M102,VST,VISTRA CORP,4169,762,661.33K,120.88K,+22.4%,0.04%
816851109,SRE,SEMPRA,23001,584,2.13M,54.14K,+2.6%,0.13%
502431109,LHX,L3HARRIS TECHNOLOGIES INC,1527,71,443.73K,20.63K,+4.9%,0.03%
98980A105,ZTO,ZTO EXPRESS CAYMAN INC,0,-16,0,-403,CLOSE,0%
H5870P102,OCS,OCULIS HOLDING AG,17276,-1650,239.62K,-22.89K,-8.7%,0.01%
