CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
50186V102,LPL,LG DISPLAY CO LTD,6,6,22,22,NEW,<.01%
92766K403,SPCE,VIRGIN GALACTIC HOLDINGS INC,7,7,21,21,NEW,<.01%
64107N206,LSAK,LESAKA TECHNOLOGIES INC,4,4,20,20,NEW,<.01%
630087302,NNVC,NANOVIRICIDES INC,10,10,14,14,NEW,<.01%
683712129,OPENW,OPENDOOR TECHNOLOGIES INC,2,2,1,1,NEW,<.01%
683712137,OPENL,OPENDOOR TECHNOLOGIES INC,2,2,1,1,NEW,<.01%
683712145,OPENZ,OPENDOOR TECHNOLOGIES INC,2,2,1,1,NEW,<.01%
922908512,VOE,VANGUARD INDEX FDS,23837,0,4.71M,0,NO CHANGE,0.42%
464288869,IWC,ISHARES TR,20048,0,4.01M,0,NO CHANGE,0.35%
464287689,IWV,ISHARES TR,9363,0,3.99M,0,NO CHANGE,0.35%
45258H106,IMMX,IMMIX BIOPHARMA INC,337552,0,3.48M,0,NO CHANGE,0.31%
922908538,VOT,VANGUARD INDEX FDS,8815,0,2.7M,0,NO CHANGE,0.24%
46137V159,CSD,INVESCO EXCHANGE TRADED FD T,15758,0,2.36M,0,NO CHANGE,0.21%
084670108,BRK.A,BERKSHIRE HATHAWAY INC DEL,3,0,2.25M,0,NO CHANGE,0.2%
13646K108,CP,CANADIAN PACIFIC KANSAS CITY,25403,0,2.2M,0,NO CHANGE,0.19%
78464A102,XNTK,SPDR SERIES TRUST,5110,0,2M,0,NO CHANGE,0.18%
278642103,EBAY,EBAY INC.,17182,0,1.92M,0,NO CHANGE,0.17%
46137V498,XSMO,INVESCO EXCHANGE TRADED FD T,20296,0,1.9M,0,NO CHANGE,0.17%
92206C680,VONG,VANGUARD SCOTTSDALE FDS,13317,0,1.7M,0,NO CHANGE,0.15%
92189F726,BBH,VANECK ETF TRUST,7439,0,1.51M,0,NO CHANGE,0.13%
315616102,FFIV,F5 INC,3558,0,1.48M,0,NO CHANGE,0.13%
25434V500,DFAS,DIMENSIONAL ETF TRUST,17625,0,1.45M,0,NO CHANGE,0.13%
97717W851,DXJ,WISDOMTREE TR,8054,0,1.4M,0,NO CHANGE,0.12%
922042718,VSS,VANGUARD INTL EQUITY INDEX F,8457,0,1.3M,0,NO CHANGE,0.12%
46137V597,PRFZ,INVESCO EXCHANGE TRADED FD T,21970,0,1.23M,0,NO CHANGE,0.11%
171779309,CIEN,CIENA CORP,2263,0,1.11M,0,NO CHANGE,0.1%
46137V548,PID,INVESCO EXCHANGE TRADED FD T,48086,0,1.07M,0,NO CHANGE,0.09%
125523100,CI,THE CIGNA GROUP,3839,0,1.06M,0,NO CHANGE,0.09%
97717W109,DTD,WISDOMTREE TR,11090,0,1.03M,0,NO CHANGE,0.09%
315912808,ONEQ,FIDELITY COMWLTH TR,9247,0,954.48K,0,NO CHANGE,0.08%
97717W570,EZM,WISDOMTREE TR,12490,0,946.54K,0,NO CHANGE,0.08%
155123102,CET,CENTRAL SECS CORP,16394,0,859.85K,0,NO CHANGE,0.08%
74347R206,QLD,PROSHARES TR,8782,0,849.75K,0,NO CHANGE,0.08%
98138H101,WDAY,WORKDAY INC,6786,0,830.74K,0,NO CHANGE,0.07%
26922A842,JETS,ETF SER SOLUTIONS,24753,0,822.29K,0,NO CHANGE,0.07%
25434V708,DFAC,DIMENSIONAL ETF TRUST,18091,0,802.52K,0,NO CHANGE,0.07%
758750103,RRX,REGAL REXNORD CORPORATION,3308,0,787.93K,0,NO CHANGE,0.07%
526057104,LEN,LENNAR CORP,8509,0,769.98K,0,NO CHANGE,0.07%
58733R102,MELI,MERCADOLIBRE INC,422,0,716.3K,0,NO CHANGE,0.06%
000361105,AIR,AAR CORP,5000,0,714.65K,0,NO CHANGE,0.06%
294821608,ERIC,TELEFONAKTIEBOLAGET LM ERICS,61525,0,686.01K,0,NO CHANGE,0.06%
97717W588,EPS,WISDOMTREE TR,8575,0,667.05K,0,NO CHANGE,0.06%
902973304,USB,US BANCORP,10658,0,643.77K,0,NO CHANGE,0.06%
46137V480,XSVM,INVESCO EXCHANGE TRADED FD T,9240,0,643.01K,0,NO CHANGE,0.06%
95082P105,WCC,WESCO INTL INC,1836,0,634.21K,0,NO CHANGE,0.06%
020002101,ALL,ALLSTATE CORP,2624,0,624.36K,0,NO CHANGE,0.06%
V7780T103,RCL,ROYAL CARIBBEAN GROUP,1935,0,614.42K,0,NO CHANGE,0.05%
46137V563,PEY,INVESCO EXCHANGE TRADED FD T,24452,0,566.79K,0,NO CHANGE,0.05%
880770102,TER,TERADYNE INC,1136,0,549.64K,0,NO CHANGE,0.05%
36242H104,GDV,GABELLI DIVID & INCOME TR,18050,0,530.66K,0,NO CHANGE,0.05%
392709101,GRBK,GREEN BRICK PARTNERS INC,6469,0,517.78K,0,NO CHANGE,0.05%
21044C107,ROAD,CONSTRUCTION PARTNERS INC,4350,0,516.65K,0,NO CHANGE,0.05%
75524B104,RBC,RBC BEARINGS INC,783,0,504.3K,0,NO CHANGE,0.04%
26142V105,DKNG,DRAFTKINGS INC NEW,19772,0,499.44K,0,NO CHANGE,0.04%
78468R606,SPHY,SPDR SERIES TRUST,21276,0,498.71K,0,NO CHANGE,0.04%
89679M104,TFPM,TRIPLE FLAG PRECIOUS METAL,16487,0,494.12K,0,NO CHANGE,0.04%
136385101,CNQ,CANADIAN NAT RES LTD MED TER,12445,0,491.58K,0,NO CHANGE,0.04%
011659109,ALK,ALASKA AIR GROUP INC,9416,0,491.54K,0,NO CHANGE,0.04%
97717W505,DON,WISDOMTREE TR,8464,0,478.39K,0,NO CHANGE,0.04%
337344105,QQEW,FIRST TR EXCHANGE-TRADED FD,2965,0,473.21K,0,NO CHANGE,0.04%
28176E108,EW,EDWARDS LIFESCIENCES CORP,5010,0,453.2K,0,NO CHANGE,0.04%
90384S303,ULTA,ULTA BEAUTY INC,1004,0,452.6K,0,NO CHANGE,0.04%
750236101,RDN,RADIAN GROUP INC,11456,0,431.55K,0,NO CHANGE,0.04%
409735206,BTO,HANCOCK JOHN FINL OPPTYS,10784,0,425.11K,0,NO CHANGE,0.04%
